StockCode,Description,TotalQuantitySold,AvgUnitPrice,TransactionCount,TotalRevenue,Cluster(KMeans)
47503H,ASS FLORAL PRINT SPIRIT LEVEL ,96,1.1444444444444446,32,109.86666666666667,Low Volume - Low Price
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,1,7.95,1,7.95,Low Volume - Low Price
47504H,ENGLISH ROSE SPIRIT LEVEL ,944,1.2373118279569892,93,1168.0223655913978,Low Volume - Low Price
47504K,ENGLISH ROSE GARDEN SECATEURS,1946,1.0914444444444444,175,2123.950888888889,Low Volume - Low Price
47518F,ICON PLACEMAT POP ART ELVIS,827,0.14142857142857143,28,116.96142857142857,Low Volume - Low Price
47556B,TEA TIME TEA TOWELS ,2600,2.325,2,6045.000000000001,Low Volume - Low Price
47559B,TEA TIME OVEN GLOVE,1974,1.2806048387096773,243,2527.913951612903,Low Volume - Low Price
47563A,RETRO LONGBOARD IRONING BOARD COVER,195,1.303191489361702,46,254.1223404255319,Low Volume - Low Price
47566,PARTY BUNTING,15027,4.870805084745763,1399,73193.58800847459,High Volume - Low Price
47566B,TEA TIME PARTY BUNTING,867,4.834104938271605,320,4191.168981481482,Low Volume - Low Price
47567B,TEA TIME KITCHEN APRON,584,5.9403007518796995,125,3469.1356390977444,Low Volume - Low Price
47570B,TEA TIME TABLE CLOTH,180,10.400769230769232,26,1872.1384615384618,Low Volume - Low Price
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,421,1.2122641509433962,51,510.3632075471698,Low Volume - Low Price
47574B,ENGLISH ROSE SCENTED HANGING HEART,4,4.25,2,17.0,Low Volume - Low Price
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,198,0.85,27,168.29999999999998,Low Volume - Low Price
47579,TEA TIME BREAKFAST BASKET,1,2.1,1,2.1,Low Volume - Low Price
47580,TEA TIME DES TEA COSY,318,2.568875,78,816.90225,Low Volume - Low Price
47585A,PINK FAIRY CAKE CUSHION COVER,102,3.75,27,382.5,Low Volume - Low Price
47586A,PINK FAIRY CAKE CUSHION COVER,21,2.55,8,53.55,Low Volume - Low Price
47589,CONGRATULATIONS BUNTING,13,5.45,3,70.85000000000001,Low Volume - Low Price
47590A,BLUE HAPPY BIRTHDAY BUNTING,1926,5.465654596100279,358,10526.850752089138,Low Volume - Low Price
47590B,PINK HAPPY BIRTHDAY BUNTING,2261,5.40858310626703,363,12228.806403269755,Low Volume - Low Price
47591B,SCOTTIES CHILDRENS APRON,38,1.65,10,62.699999999999996,Low Volume - Low Price
47591D,PINK FAIRY CAKE CHILDRENS APRON,3142,1.9737220843672456,399,6201.434789081885,High Volume - Low Price
47593A,CAROUSEL PONIES BABY BIB,33,0.5853846153846154,12,19.317692307692308,Low Volume - Low Price
47593B,SCOTTIE DOGS BABY BIB,1663,0.4895833333333333,94,814.1770833333333,Low Volume - Low Price
47594A,CAROUSEL DESIGN WASHBAG,43,1.95,31,83.85,Low Volume - Low Price
47594B,SCOTTIES DESIGN WASHBAG,87,1.9499999999999997,33,169.64999999999998,Low Volume - Low Price
47599A,PINK PARTY BAGS,2403,2.0693197278911564,145,4972.575306122449,Low Volume - Low Price
47599B,BLUE PARTY BAGS ,1399,2.0776363636363637,110,2906.613272727273,Low Volume - Low Price
48111,DOORMAT 3 SMILEY CATS,1105,7.793314606741573,175,8611.612640449439,Low Volume - Low Price
48116,DOORMAT MULTICOLOUR STRIPE,1416,7.705208333333333,143,10910.575,Low Volume - Low Price
48129,DOORMAT TOPIARY,857,7.955187165775402,186,6817.5954010695195,Low Volume - Low Price
48138,DOORMAT UNION FLAG,3613,7.79876660341556,523,28176.943738140417,High Volume - Low Price
48173C,DOORMAT BLACK FLOCK ,1783,7.75123595505618,175,13820.45370786517,Low Volume - Low Price
48184,DOORMAT ENGLISH ROSE ,1969,7.77842105263158,359,15315.711052631581,Low Volume - Low Price
48185,DOORMAT FAIRY CAKE,2755,7.903441295546559,244,21773.98076923077,Low Volume - Low Price
48187,DOORMAT NEW ENGLAND,3717,7.816716141001855,533,29054.733896103895,High Volume - Low Price
48188,DOORMAT WELCOME PUPPIES,2023,7.9110546875,255,16004.0636328125,Low Volume - Low Price
48194,DOORMAT HEARTS,3268,7.949691358024691,482,25979.591358024692,High Volume - Low Price
51008,AFGHAN SLIPPER SOCK PAIR,509,3.425,20,1743.3249999999998,Low Volume - Low Price
51014A,"FEATHER PEN,HOT PINK",3549,0.5120370370370371,158,1817.2194444444447,Low Volume - Low Price
51014C,"FEATHER PEN,COAL BLACK",2256,0.5323728813559322,114,1201.033220338983,Low Volume - Low Price
51014L,"FEATHER PEN,LIGHT PINK",1852,0.5381651376146789,107,996.6818348623852,Low Volume - Low Price
51020A,SUMMER FUN DESIGN SHOWER CAP,323,0.5426315789473685,19,175.27,Low Volume - Low Price
51020B,STRIPY DESIGN SHOWER CAP,196,0.65,16,127.4,Low Volume - Low Price
62018,SOMBRERO ,4402,1.8076271186440676,59,7957.174576271185,Low Volume - Low Price
62043B,BLUE CHECK BAG W HANDLE 34X20CM,16,0.83,6,13.28,Low Volume - Low Price
62074B,ELEPHANT CLIP W SUCTION CUP,16,0.42,4,6.72,Low Volume - Low Price
62086A,PINK RETRO BIG FLOWER BAG,86,1.9499999999999997,13,167.7,Low Volume - Low Price
62094B,TURQ ICE CREAM BUM BAG ,13,2.55,3,33.15,Low Volume - Low Price
62096A,PINK/YELLOW FLOWERS HANDBAG,106,1.25,8,132.5,Low Volume - Low Price
62096B,PURPLE/TURQ FLOWERS HANDBAG,2,1.25,1,2.5,Low Volume - Low Price
62097B,BLUE STRIPES SHOULDER BAG,9,0.83,3,7.47,Low Volume - Low Price
70006,LOVE HEART POCKET WARMER,2620,1.2366666666666666,78,3240.0666666666666,Low Volume - Low Price
70007,HI TEC ALPINE HAND WARMER,720,1.4083050847457625,54,1013.9796610169491,Low Volume - Low Price
71038,WHITE HANGING BEADS CANDLE HOLDER,234,5.402941176470589,49,1264.2882352941178,Low Volume - Low Price
71050,SMALL SINGLE FLAME CANDLE HOLDER,33,0.3499999999999999,6,11.549999999999997,Low Volume - Low Price
71053,WHITE METAL LANTERN,1600,3.765147058823529,259,6024.235294117646,Low Volume - Low Price
71101E,STANDING FAIRY POLE SUPPORT ,348,0.8330434782608696,22,289.8991304347826,Low Volume - Low Price
71143,SILVER BOOK MARK WITH BEADS,10,0.85,1,8.5,Low Volume - Low Price
71215,METAL BASE FOR CANDLES,11,0.42,2,4.62,Low Volume - Low Price
71270,PHOTO CLIP LINE,207,1.2845714285714287,31,265.90628571428573,Low Volume - Low Price
71279,PINK GLASS CANDLEHOLDER,151,2.937878787878788,31,443.619696969697,Low Volume - Low Price
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",54,2.95,13,159.3,Low Volume - Low Price
71406C,BLACK ORANGE SQUEEZER,138,0.42000000000000004,21,57.96000000000001,Low Volume - Low Price
71459,HANGING JAM JAR T-LIGHT HOLDER,12812,0.8325319693094628,390,10666.399590792838,High Volume - Low Price
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,5424,3.5191973244147157,294,19088.12628762542,High Volume - Low Price
71495A,CD WALL TIDY BLUE OFFICE,96,0.36,2,34.56,Low Volume - Low Price
71495B,CD WALL TIDY RED FLOWERS,160,0.384,5,61.44,Low Volume - Low Price
71496A,A4 WALL TIDY BLUE OFFICE,114,0.554,5,63.156000000000006,Low Volume - Low Price
71496B,A4 WALL TIDY RED FLOWERS,13,0.56,4,7.280000000000001,Low Volume - Low Price
71510,SQUARE METAL CANDLEHOLDER BASE,52,0.8099999999999999,8,42.12,Low Volume - Low Price
72024U,LILAC VOTIVE CANDLE,72,0.21,3,15.12,Low Volume - Low Price
72051S,BAG OF SILVER STONES,46,0.42,5,19.32,Low Volume - Low Price
72122,COFFEE SCENT PILLAR CANDLE,292,0.95,44,277.4,Low Volume - Low Price
72127,COLUMBIAN CANDLE ROUND ,168,1.2436666666666667,29,208.936,Low Volume - Low Price
72128,COLUMBIAN CANDLE ROUND,189,0.8372727272727273,33,158.24454545454546,Low Volume - Low Price
72130,COLUMBIAN CANDLE ROUND,215,0.6356,24,136.65400000000002,Low Volume - Low Price
72131,COLUMBIAN CANDLE RECTANGLE,137,1.9026315789473685,18,260.66052631578947,Low Volume - Low Price
72132,COLUMBIAN CUBE CANDLE,28,1.95,12,54.6,Low Volume - Low Price
72133,COLUMBIAN CANDLE RECTANGLE,39,1.25,13,48.75,Low Volume - Low Price
72134,COLUMBIAN  CUBE CANDLE ,98,0.7424999999999999,8,72.765,Low Volume - Low Price
72140E,BEST DAD CANDLE LETTERS,30,0.85,9,25.5,Low Volume - Low Price
72225C,LAVENDER SCENT CAKE CANDLE,600,0.27999999999999997,16,167.99999999999997,Low Volume - Low Price
72232,FENG SHUI PILLAR CANDLE,3317,0.19,65,630.23,Low Volume - Low Price
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,689,2.0827368421052634,91,1435.0056842105266,Low Volume - Low Price
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1248,2.0823021582733814,133,2598.71309352518,Low Volume - Low Price
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,2057,2.0721604938271603,159,4262.4341358024685,Low Volume - Low Price
72369A,PINK CLEAR GLASS CANDLE PLATE,28,1.25,3,35.0,Low Volume - Low Price
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,590,0.42,38,247.79999999999998,Low Volume - Low Price
72598,SET/12 TAPER CANDLES,459,0.8402325581395349,41,385.6667441860465,Low Volume - Low Price
72709,IVORY SCULPTED RND CANDLE ,44,0.85,7,37.4,Low Volume - Low Price
72741,GRAND CHOCOLATECANDLE,5776,1.429150579150579,257,8254.773745173745,High Volume - Low Price
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,384,9.848115942028985,137,3781.6765217391303,Low Volume - Low Price
72780,BLACK SILOUETTE CANDLE PLATE,137,0.85,20,116.45,Low Volume - Low Price
72783,BLACK SIL'T SQU CANDLE PLATE ,16,2.1,2,33.6,Low Volume - Low Price
72798C,SET/4 GARDEN ROSE DINNER CANDLE,7,1.6499999999999997,3,11.549999999999997,Low Volume - Low Price
72799C,PINK PILLAR CANDLE SILVER FLOCK,80,2.23,18,178.4,Low Volume - Low Price
72799E,IVORY PILLAR CANDLE SILVER FLOCK,388,2.568823529411765,49,996.7035294117649,Low Volume - Low Price
72799F,IVORY PILLAR CANDLE GOLD FLOCK,128,2.9318181818181817,21,375.27272727272725,Low Volume - Low Price
72800B, 4 PURPLE FLOCK DINNER CANDLES,140,2.324358974358974,36,325.41025641025635,Low Volume - Low Price
72800C,4 PINK DINNER CANDLE SILVER FLOCK,126,2.275,30,286.65,Low Volume - Low Price
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,86,2.55,29,219.29999999999998,Low Volume - Low Price
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,453,2.316078431372549,96,1049.1835294117645,Low Volume - Low Price
72801C,4 ROSE PINK DINNER CANDLES,138,1.2364285714285714,14,170.62714285714287,Low Volume - Low Price
72801D,4 SKY BLUE DINNER CANDLES,58,1.25,12,72.5,Low Volume - Low Price
72801G,4 BURGUNDY WINE DINNER CANDLES,55,1.25,11,68.75,Low Volume - Low Price
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,312,4.362131147540984,59,1360.984918032787,Low Volume - Low Price
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,568,3.90775,80,2219.602,Low Volume - Low Price
72802C,VANILLA SCENT CANDLE JEWELLED BOX,870,3.943263157894737,92,3430.638947368421,Low Volume - Low Price
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,528,4.162790697674419,42,2197.953488372093,Low Volume - Low Price
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,331,4.231917808219178,71,1400.7647945205479,Low Volume - Low Price
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,347,4.234096385542169,79,1469.2314457831326,Low Volume - Low Price
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,535,4.2247540983606555,122,2260.2434426229506,Low Volume - Low Price
72811,SMALL ZINC/GLASS CANDLEHOLDER,49,1.45,6,71.05,Low Volume - Low Price
72812,LARGE ZINC GLASS CANDLEHOLDER,18,3.115,4,56.07000000000001,Low Volume - Low Price
72815,3 WICK CHRISTMAS BRIAR CANDLE ,-2,3.75,2,-7.5,Low Volume - Low Price
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,803,1.2487878787878788,32,1002.7766666666666,Low Volume - Low Price
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1024,0.9382474226804124,95,960.7653608247423,Low Volume - Low Price
72818,CHRISTMAS DECOUPAGE CANDLE,1785,0.5984848484848485,64,1068.2954545454545,Low Volume - Low Price
72819,CUPID DESIGN SCENTED CANDLES,208,2.188333333333333,30,455.1733333333333,Low Volume - Low Price
72821,CUPID SCENTED CANDLE IN GLASS,11,1.65,4,18.15,Low Volume - Low Price
75011,BLUE DAISY MOBILE,172,0.7999999999999999,12,137.6,Low Volume - Low Price
75013B,"STRING OF 8 BUTTERFLIES,PINK",25,1.65,6,41.25,Low Volume - Low Price
75049L,LARGE CIRCULAR MIRROR MOBILE,6593,1.088888888888889,138,7179.044444444446,Low Volume - Low Price
75131,METAL TUBE CHIME ON BAMBOO,488,1.5692307692307692,13,765.7846153846153,Low Volume - Low Price
75172,PAINTED SEA SHELL METAL WINDCHIME,93,1.53,8,142.29,Low Volume - Low Price
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,455,0.9733333333333333,9,442.8666666666666,Low Volume - Low Price
77079,DOLPHIN WINDMILL,1,2.12,1,2.12,Low Volume - Low Price
77101A,UNION FLAG WINDSOCK,386,1.231904761904762,20,475.51523809523815,Low Volume - Low Price
78033,FLAG OF ST GEORGE CHAIR,34,5.572222222222222,9,189.45555555555555,Low Volume - Low Price
78034B,BLUE NETTING STORAGE HANGER,8,1.95,6,15.6,Low Volume - Low Price
78124,MAGAZINE RACK GEBRA ASSORTED ,191,1.3333333333333333,17,254.66666666666666,Low Volume - Low Price
79000,MOROCCAN TEA GLASS,3799,0.8163366336633664,99,3101.2628712871287,Low Volume - Low Price
79026B,"S/4 ICON COASTER,ELVIS LIVES",25,0.4855555555555556,9,12.13888888888889,Low Volume - Low Price
79030D,"TUMBLER, BAROQUE",461,0.5475,31,252.3975,Low Volume - Low Price
79030G,"TUMBLER, NEW ENGLAND",1364,0.5564150943396227,52,758.9501886792453,Low Volume - Low Price
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,791,0.34099999999999997,37,269.731,Low Volume - Low Price
79062D,"RETRO TIN ASHTRAY,REVOLUTIONARY",52,0.38,4,19.76,Low Volume - Low Price
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",235,0.18928571428571428,14,44.482142857142854,Low Volume - Low Price
79063D,"RETRO PILL BOX , REVOLUTIONARY",189,0.1890909090909091,10,35.738181818181815,Low Volume - Low Price
79066K,RETRO MOD TRAY,727,0.901504424778761,113,655.3937168141592,Low Volume - Low Price
79067,CORONA MEXICAN TRAY,143,3.7055555555555557,18,529.8944444444445,Low Volume - Low Price
79071B,ENGLISH ROSE METAL WASTE BIN,20,2.95,11,59.0,Low Volume - Low Price
79144B,PAINTED LIGHTBULB STAR+ MOON,108,0.41375,15,44.685,Low Volume - Low Price
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,64,0.4057142857142857,6,25.965714285714284,Low Volume - Low Price
79149B,SILICON STAR BULB  BLUE,18,0.42,8,7.56,Low Volume - Low Price
79151B,"SILICON CUBE 25W, BLUE",11,0.42,2,4.62,Low Volume - Low Price
79157B,UBO-LIGHT TRIOBASE BLUE,4,0.85,2,3.4,Low Volume - Low Price
79157V,UBO-LIGHT TRIOBASE PURPLE,5,0.85,3,4.25,Low Volume - Low Price
79160,HEART SHAPE WIRELESS DOORBELL,438,2.0640350877192986,51,904.0473684210527,Low Volume - Low Price
79161A,ST GEORGE SET OF 10 PARTY LIGHTS,2,2.95,2,5.9,Low Volume - Low Price
79163,BLACK CHAMPAGNE GLASS,1507,0.5299999999999999,36,798.7099999999999,Low Volume - Low Price
79164,BLACK WINE GLASS,1669,0.6763636363636363,20,1128.850909090909,Low Volume - Low Price
79190A,RETRO PLASTIC 70'S TRAY,337,0.42,35,141.54,Low Volume - Low Price
79190B,RETRO PLASTIC POLKA TRAY,639,0.4172972972972973,37,266.652972972973,Low Volume - Low Price
79190D,RETRO PLASTIC DAISY TRAY,227,0.42,25,95.34,Low Volume - Low Price
79191B,RETRO PLASTIC POLKA TRAY,142,0.85,27,120.7,Low Volume - Low Price
79191C,RETRO PLASTIC ELEPHANT TRAY,947,0.8387179487179487,78,794.2658974358974,Low Volume - Low Price
79191D,RETRO PLASTIC DAISY TRAY,13,0.85,8,11.049999999999999,Low Volume - Low Price
79192A,RETRO PLASTIC 70'S TRAY,3,1.25,2,3.75,Low Volume - Low Price
79302M,"ART LIGHTS,FUNK MONKEY",355,2.85,47,1011.75,Low Volume - Low Price
79320,FLAMINGO LIGHTS,-1,4.95,1,-4.95,Low Volume - Low Price
79321,CHILLI LIGHTS,9570,5.42522641509434,525,51919.41679245283,High Volume - Low Price
79323B,BLACK CHERRY LIGHTS,0,6.75,3,0.0,Low Volume - Low Price
79323P,PINK CHERRY LIGHTS,-4,6.75,3,-27.0,Low Volume - Low Price
79323W,WHITE CHERRY LIGHTS,-8,6.75,1,-54.0,Low Volume - Low Price
79329,PINK FLOCK GLASS CANDLEHOLDER,12,1.015,2,12.18,Low Volume - Low Price
79331,PINK FLOCK GLASS CANDLEHOLDER,26,0.8033333333333333,3,20.886666666666667,Low Volume - Low Price
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,36,0.38000000000000006,3,13.680000000000001,Low Volume - Low Price
79337,BLUE FLOCK GLASS CANDLEHOLDER,638,0.6109090909090908,11,389.75999999999993,Low Volume - Low Price
79403,FROSTED WHITE BASE ,89,0.85,11,75.64999999999999,Low Volume - Low Price
79406,FROSTED WHITE BASE ,140,0.22,6,30.8,Low Volume - Low Price
81950B,FLOWER BLUE CLOCK WITH SUCKER,117,0.29,8,33.93,Low Volume - Low Price
81950V,FLOWER PURPLE CLOCK W/SUCKER,21,0.53,6,11.13,Low Volume - Low Price
81952B,ROUND BLUE CLOCK WITH SUCKER,200,0.19,9,38.0,Low Volume - Low Price
81952V,ROUND PURPLE CLOCK WITH SUCKER,367,0.19,24,69.73,Low Volume - Low Price
81953B,ROUND BLUE CLOCK WITH SUCKER,11,0.19,3,2.09,Low Volume - Low Price
81953P,ROUND ARTICULATED PINK CLOCK W/SUCK,28,0.19000000000000003,3,5.320000000000001,Low Volume - Low Price
82001S,VINYL RECORD FRAME SILVER,1501,3.8181818181818183,109,5731.090909090909,Low Volume - Low Price
82011A,"BATHROOM SCALES, TROPICAL BEACH",16,3.75,10,60.0,Low Volume - Low Price
82011B,BATHROOM SCALES RUBBER DUCKS,41,3.6657894736842107,19,150.29736842105265,Low Volume - Low Price
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,51,3.6700000000000004,20,187.17000000000002,Low Volume - Low Price
82095,HEART BUTTONS JEWELLERY BOX,7,7.65,4,53.550000000000004,Low Volume - Low Price
82482,WOODEN PICTURE FRAME WHITE FINISH,8043,2.654243093922652,894,21348.07720441989,High Volume - Low Price
82483,WOOD 2 DRAWER CABINET WHITE FINISH,2135,6.691272084805654,549,14285.865901060071,High Volume - Low Price
82484,WOOD BLACK BOARD ANT WHITE FINISH,5897,7.464457050243111,615,44017.903225283626,High Volume - Low Price
82486,WOOD S/3 CABINET ANT WHITE FINISH,2015,8.679627118644067,580,17489.448644067794,High Volume - Low Price
82494L,WOODEN FRAME ANTIQUE WHITE ,5977,2.9304306220095695,826,17515.183827751196,High Volume - Low Price
82551,LAUNDRY 15C METAL SIGN,2787,1.4906976744186045,256,4154.57441860465,Low Volume - Low Price
82552,WASHROOM METAL SIGN,2922,1.4683612040133778,292,4290.55143812709,Low Volume - Low Price
82567,"AIRLINE LOUNGE,METAL SIGN",497,2.0572185430463574,149,1022.4376158940396,Low Volume - Low Price
82578,KITCHEN METAL SIGN,1944,0.5613333333333334,221,1091.232,Low Volume - Low Price
82580,BATHROOM METAL SIGN,5215,0.5636641221374046,388,2939.508396946565,High Volume - Low Price
82581,TOILET METAL SIGN,3728,0.5541233766233766,307,2065.771948051948,Low Volume - Low Price
82582,AREA PATROLLED METAL SIGN,4271,2.108952879581152,378,9007.3377486911,High Volume - Low Price
82583,HOT BATHS METAL SIGN,6343,2.076497584541063,393,13171.224178743962,High Volume - Low Price
82599,FANNY'S REST STOPMETAL SIGN,421,2.0952873563218395,85,882.1159770114945,Low Volume - Low Price
82600,NO SINGING METAL SIGN,5795,2.082505854800937,423,12068.12142857143,High Volume - Low Price
82605,OLD DOC RUSSEL METAL SIGN,14,2.1,3,29.400000000000002,Low Volume - Low Price
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",67,1.25,14,83.75,Low Volume - Low Price
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",381,1.0204255319148936,46,388.7821276595745,Low Volume - Low Price
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",341,0.9946153846153846,38,339.1638461538461,Low Volume - Low Price
82613D,METAL SIGN CUPCAKE SINGLE HOOK,450,0.9467307692307692,51,426.02884615384613,Low Volume - Low Price
82615,PINK MARSHMALLOW SCARF KNITTING KIT,36,2.55,1,91.8,Low Volume - Low Price
82616B,FRAPPUCINO SCARF KNITTING KIT,299,1.6827450980392158,48,503.14078431372553,Low Volume - Low Price
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,274,1.570188679245283,53,430.23169811320753,Low Volume - Low Price
84006,MAGIC TREE -PAPER FLOWERS,831,0.8499999999999999,78,706.3499999999999,Low Volume - Low Price
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1092,1.0802083333333334,95,1179.5875,Low Volume - Low Price
84016,FLAG OF ST GEORGE CAR FLAG,25,0.42,1,10.5,Low Volume - Low Price
84029E,RED WOOLLY HOTTIE WHITE HEART.,3688,4.055285285285286,326,14955.892132132134,Low Volume - Low Price
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2455,4.0030909090909095,323,9827.588181818182,Low Volume - Low Price
84030E,ENGLISH ROSE HOT WATER BOTTLE,1420,4.271314878892734,279,6065.267128027683,Low Volume - Low Price
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,154,3.8747058823529414,50,596.704705882353,Low Volume - Low Price
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,73,3.9643589743589747,38,289.3982051282052,Low Volume - Low Price
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,421,2.747818181818182,107,1156.8314545454546,Low Volume - Low Price
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,588,2.643722627737226,134,1554.508905109489,Low Volume - Low Price
84033,FLAG OF ST GEORGE ,23,1.65,7,37.949999999999996,Low Volume - Low Price
84050,PINK HEART SHAPE EGG FRYING PAN,3125,1.6390909090909092,203,5122.159090909091,Low Volume - Low Price
84051,ASS COLOUR GLOWING TIARAS,280,0.841923076923077,24,235.73846153846156,Low Volume - Low Price
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,53215,0.2920292887029289,477,15540.33859832636,High Volume - Low Price
84078A,SET/4 WHITE RETRO STORAGE CUBES ,322,38.765789473684215,114,12482.584210526318,Low Volume - Low Price
84086B,YELLOW/BLUE RETRO RADIO,15,2.95,8,44.25,Low Volume - Low Price
84086C,PINK/PURPLE RETRO RADIO,140,2.95,19,413.0,Low Volume - Low Price
84192,ASSORTED COLOUR METAL CAT ,115,1.25,25,143.75,Low Volume - Low Price
84199,GLOW IN DARK DOLPHINS,129,0.21,28,27.09,Low Volume - Low Price
84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,13,0.19,2,2.47,Low Volume - Low Price
84201C,HAPPY BIRTHDAY CARD TEDDY/CAKE,5,0.19,1,0.95,Low Volume - Low Price
84206A,3 BLACK CATS W HEARTS BLANK CARD,24,0.19000000000000003,3,4.5600000000000005,Low Volume - Low Price
84206B,CAT WITH SUNGLASSES BLANK CARD,5,0.19,1,0.95,Low Volume - Low Price
84206C,CHAMPAGNE TRAY BLANK CARD,8,0.19,2,1.52,Low Volume - Low Price
84212,"ASSORTED FLOWER COLOUR ""LEIS""",10297,0.61873786407767,103,6371.143786407768,High Volume - Low Price
84218,BOX/12 CHICK & EGG IN BASKET,122,1.9434999999999998,40,237.10699999999997,Low Volume - Low Price
84226,HEN HOUSE W FAMILY IN BARN & NEST,49,0.8266666666666667,9,40.50666666666667,Low Volume - Low Price
84227,HEN HOUSE W CHICK IN NEST,1,0.42,1,0.42,Low Volume - Low Price
84228,HEN HOUSE W CHICK STANDING,283,0.4175,20,118.15249999999999,Low Volume - Low Price
84231,EASTER BUNNY WITH BASKET ON BACK,105,0.65,18,68.25,Low Volume - Low Price
84247E,PACK/12 XMAS FUN CARD,60,2.95,25,177.0,Low Volume - Low Price
84247G,"DECOUPAGE,GREETING CARD,",336,0.42,23,141.12,Low Volume - Low Price
84247K,"FOLK ART GREETING CARD,pack/12",12,2.95,10,35.400000000000006,Low Volume - Low Price
84247L,FAWN AND MUSHROOM GREETING CARD,108,0.42,8,45.36,Low Volume - Low Price
84247N,PACK/12 BLUE FOLKART CARDS,22,2.95,18,64.9,Low Volume - Low Price
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",160,0.483076923076923,13,77.29230769230769,Low Volume - Low Price
84251B,"GREETING CARD, STICKY GORDON",145,0.19,15,27.55,Low Volume - Low Price
84251C,"GREETING CARD, TWO SISTERS.",24,0.19,2,4.5600000000000005,Low Volume - Low Price
84251G,"GREETING CARD, OVERCROWDED POOL.",180,0.19,15,34.2,Low Volume - Low Price
84279B,CHERRY BLOSSOM DECORATIVE FLASK,175,3.744285714285714,60,655.25,Low Volume - Low Price
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,323,3.736285714285714,101,1206.8202857142858,Low Volume - Low Price
84306,S/3 PINK SQUARE PLANTERS ROSES,2,10.95,2,21.9,Low Volume - Low Price
84313B,BLUE TV TRAY TABLE ,76,3.1884615384615387,13,242.32307692307694,Low Volume - Low Price
84313C,ORANGE TV TRAY TABLE ,461,2.2375,24,1031.4875,Low Volume - Low Price
84341B,SMALL PINK MAGIC CHRISTMAS TREE,618,0.5044117647058823,33,311.72647058823526,Low Volume - Low Price
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,-1460,2.5976969696969694,308,-3792.637575757575,Low Volume - Low Price
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,29,16.79,25,486.90999999999997,Low Volume - Low Price
84356,POMPOM CURTAIN,337,5.645652173913043,46,1902.5847826086956,Low Volume - Low Price
84358,FLOOR LAMP SHADE WOOD BASE,32,9.341666666666667,12,298.93333333333334,Low Volume - Low Price
84360,TABLE LAMP WHITE SHADE WOOD BASE,74,5.797058823529412,17,428.9823529411765,Low Volume - Low Price
84375,SET OF 20 KIDS COOKIE CUTTERS,4136,2.148674418604651,418,8886.917395348837,High Volume - Low Price
84378,SET OF 3 HEART COOKIE CUTTERS,5947,1.327126865671642,525,7892.423470149255,High Volume - Low Price
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,5230,1.3279611650485437,505,6945.2368932038835,High Volume - Low Price
84387A,BIRD ON BRANCH CANVAS SCREEN,11,1.95,1,21.45,Low Volume - Low Price
84388,WISE MAN STAR SHAPE EGG PAN,24,1.02,6,24.48,Low Volume - Low Price
84402B,PURPLE DRESS JEWELLERY STAND,61,0.79,3,48.190000000000005,Low Volume - Low Price
